date,求和项:low,求和项:volume
2005/4/27,13.351,7472.7
2005/4/28,13.46,8521.21
2005/4/29,13.403,6825.03
2005/5/9,13.223,7655.75
2005/5/10,12.833,6446.94
2005/5/11,12.679,6784.91
2005/5/12,12.382,14250.51
2005/5/13,12.367,15076.69
2005/5/16,12.416,2596.41
2005/5/17,12.601,7724.52
2005/5/18,11.988,9678.09
2005/5/19,12.125,5123.32
2005/5/20,12.63,5845.02
2005/5/23,12.37,2614.57
2005/5/24,12.385,1379.17
2005/5/25,12.266,3208.33
2005/5/26,11.803,10634.27
2005/5/27,11.377,15949.79
2005/5/30,11.161,9034.73
2005/5/31,11.411,11879.76
2005/6/1,11.223,8658.43
2005/6/2,10.437,25297.74
2005/6/3,10.21,7146.69
2005/6/6,10.651,4213.56
2005/6/7,11.509,5989.46
2005/6/8,11.545,11039.1
2005/6/9,12.37,7770
2005/6/10,12.009,4165.09
2005/6/13,11.996,7069.73
2005/6/14,12.112,7271.49
2005/6/15,12.138,1596.77
2005/6/16,12.241,5931.53
2005/6/17,12.272,3262.99
2005/6/20,12.498,12368.89
2005/6/21,13.029,2597.92
2005/6/22,13.089,6121.74
2005/6/23,13.32,5276.45
2005/6/24,12.653,6150.49
2005/6/27,13.503,10824.23
2005/6/28,13.663,3766.36
2005/6/30,13.658,12778.17
2005/7/1,13.197,6104.31
2005/7/4,13.277,3018.51
2005/7/5,13.287,2248.38
2005/7/6,12.885,6316.76
2005/7/7,12.797,5785.32
2005/7/8,12.926,6930.76
2005/7/11,13.339,6562.77
2005/7/12,13.205,5712.43
2005/7/13,13.014,3857.96
2005/7/14,13.393,2012.66
2005/7/15,13.532,1002.9
2005/7/18,13.545,1564.07
2005/7/19,13.555,1325.4
2005/7/20,13.38,3012.29
2005/7/21,13.22,2536.82
2005/7/22,13.292,6095.96
2005/7/25,13.163,6961.89
2005/7/26,13.143,8008.24
2005/7/27,13.4,5369.82
2005/7/28,13.537,8592.52
2005/7/29,13.658,2425.18
2005/8/1,13.658,3840.3
2005/8/2,13.594,4262.87
2005/8/3,13.658,8184.21
2005/8/4,13.836,10560.44
2005/8/5,14.356,6365.16
2005/8/8,13.982,8545.55
2005/8/9,14.079,5841.98
2005/8/10,14.082,5800.27
2005/8/11,14.36,13593.6
2005/8/12,14.472,4715.45
2005/8/15,14.356,7020.4
2005/8/16,14.65,5751.51
2005/8/17,14.513,12506.74
2005/8/18,14.669,10989.09
2005/8/19,14.569,4972.71
2005/8/22,14.513,6929.87
2005/8/23,14.731,4786
2005/8/24,14.843,3214.12
2005/8/25,14.856,3540.08
2005/8/26,14.89,4582.41
2005/8/29,15.106,5128.3
2005/8/30,15.012,2453.26
2005/8/31,14.984,2394.34
2005/9/1,15.218,5487.26
2005/9/2,15.542,4998.16
2005/9/5,15.761,3910.58
2005/9/6,15.605,3194.83
2005/9/7,15.608,5186.27
2005/9/8,15.514,6307.52
2005/9/9,15.293,4254.47
2005/9/12,15.24,1595.47
2005/9/13,15.386,4901.15
2005/9/14,15.636,3299.47
2005/9/15,15.717,1740.66
2005/9/16,15.802,3217.33
2005/9/19,15.723,2040.25
2005/9/20,15.667,1795.22
2005/9/21,15.446,2949.27
2005/9/22,15.037,3358.26
2005/9/23,15.09,3064.46
2005/9/26,15.137,1766.6
2005/9/27,15.028,1709.21
2005/9/28,14.987,2336.95
2005/9/29,15.233,2084.96
2005/9/30,15.137,3324.15
2005/10/10,15.168,2647.95
2005/10/11,15.049,1359.09
2005/10/12,14.8,8327.95
2005/10/13,14.581,10907.53
2005/10/14,14.138,4942.58
2005/10/17,14.01,9468.38
2005/10/18,14.263,9642.18
2005/10/19,14.503,7924.51
2005/10/20,14.372,5721.62
2005/10/21,14.356,3395.38
2005/10/24,14.419,4444.67
2005/10/25,14.762,11594.86
2005/10/26,14.762,9635.79
2005/10/27,14.528,9748.15
2005/10/28,14.662,6982.31
2005/10/31,14.703,6685.72
2005/11/1,14.925,8542.88
2005/11/2,14.85,2766.09
2005/11/3,14.731,2539.7
2005/11/4,14.478,4895.62
2005/11/7,14.481,2475.17
2005/11/8,14.625,6077.3
2005/11/9,14.516,6020.73
2005/11/10,14.406,3950.13
2005/11/11,14.353,2926.91
2005/11/14,14.216,2162.89
2005/11/15,14.169,7767.6
2005/11/16,14.044,7248.56
2005/11/17,13.48,11008.02
2005/11/18,13.735,6941.23
2005/11/21,13.982,4575.17
2005/11/22,13.888,3538.81
2005/11/23,14.232,1371.41
2005/11/24,14.044,10882.95
2005/11/25,14.007,3913.87
2005/11/28,13.888,1523.78
2005/11/29,13.42,2488.8
2005/11/30,13.389,6508.2
2005/12/1,13.486,5354.24
2005/12/2,13.514,9633.83
2005/12/5,13.62,2757.43
2005/12/6,13.576,14916.67
2005/12/7,13.576,4309.98
2005/12/8,13.586,3657.78
2005/12/9,13.358,15462.06
2005/12/12,12.999,15102.2
2005/12/13,12.64,20414.41
2005/12/14,12.805,17975.93
2005/12/15,13.111,5934.65
2005/12/16,13.264,6670.61
2005/12/19,13.498,4702.67
2005/12/20,13.42,4540.42
2005/12/21,13.333,4959.17
2005/12/22,13.267,3340.67
2005/12/23,13.389,6291.83
2005/12/26,13.67,6992.35
2005/12/27,13.773,7290.17
2005/12/28,13.969,6250.35
2005/12/29,14.2,15674.35
2005/12/30,14.013,36647.56
2006/1/4,13.767,35507.13
2006/1/5,13.77,16992.3
2006/1/6,13.842,17162.3
2006/1/9,14.138,20770.8
2006/1/10,14.522,17456.82
2006/1/11,14.516,8315.15
2006/1/12,14.388,9989.72
2006/1/13,14.513,9936.88
2006/1/16,14.516,7730.84
2006/1/17,14.294,13824.7
2006/1/18,14.356,9706.85
2006/1/19,14.285,7283.03
2006/1/20,14.157,14216.37
2006/1/23,14.013,13286.42
2006/1/24,14.044,11452.89
2006/1/25,14.144,15730.73
2006/2/6,14.513,15691.41
2006/2/7,14.715,28665.81
2006/2/8,15.255,22264.37
2006/2/9,15.074,7770.3
2006/2/10,15.006,31873.95
2006/2/13,18.033,16966
2006/2/15,17.727,28996.55
2006/2/16,17.883,18977.5
2006/2/17,18.139,8907.82
2006/2/20,17.534,10843.98
2006/2/21,17.752,10239
2006/2/22,18.102,10335.1
2006/2/23,18.192,11730.27
2006/4/17,21.379,238.1
2006/4/18,23.517,324.44
2006/4/19,25.617,43967.51
2006/4/20,24.983,55615.01
2006/4/21,25.907,31886.09
2006/4/24,27.246,36248.98
2006/4/25,27.343,39704.65
2006/5/25,24.173,198116.97
2006/5/26,23.907,91801.96
2006/5/29,25.379,80683.62
2006/5/30,28.938,138758.54
2006/5/31,29.744,151731.03
2006/6/1,29.808,90331.67
2006/6/2,29.566,73104.73
2006/6/5,27.79,68747.56
2006/6/6,27.282,56641.97
2006/6/7,26.458,71001.13
2006/6/8,26.02,58454.35
2006/6/9,26.331,58410.82
2006/6/12,26.331,71344.49
2006/6/13,28.602,74829.48
2006/6/14,27.6,62233.84
2006/6/15,29.122,51311.47
2006/6/16,29.313,40080.29
2006/6/19,28.995,76305.89
2006/6/20,30.271,37608.92
2006/6/21,29.662,36323.94
2006/6/22,29.63,23653.79
2006/6/23,29.376,27924.08
2006/6/26,29.63,47869.59
2006/6/27,30.34,51466.17
2006/6/28,30.201,26800.57
2006/6/29,30.201,37191.05
2006/6/30,29.693,39032.78
2006/7/3,29.427,48287.74
2006/7/4,28.964,52506.66
2006/7/5,29.313,15572.63
2006/7/6,29.249,22055.6
2006/7/7,29.129,28023.63
2006/7/10,28.456,27697.75
2006/7/11,28.297,27214.09
2006/7/12,27.631,33125.13
2006/7/13,27.46,39424.2
2006/7/14,27.676,18343.74
2006/7/17,27.822,25684.18
2006/7/18,27.936,15392.32
2006/7/19,27.219,31326.98
2006/7/20,27.206,19372.01
2006/7/21,27.923,10759.71
2006/7/24,27.79,40525.41
2006/7/25,28.995,32542.13
2006/7/26,29.091,17404.3
2006/7/27,29.059,24515.14
2006/7/28,28.71,22886.46
2006/7/31,27.917,15948.07
2006/8/1,27.853,13168.38
2006/8/2,27.841,8860.22
2006/8/3,27.092,16655.48
2006/8/4,26.648,14793.41
2006/8/7,26.064,14142.35
2006/8/8,26.648,7771.76
2006/8/9,27.282,10288.41
2006/8/10,27.822,13105.61
2006/8/11,27.949,7247.13
2006/8/14,27.409,11173.66
2006/8/15,27.6,6398.25
2006/8/16,27.917,8998.88
2006/8/17,27.53,10929.65
2006/8/18,27.638,3381.23
2006/8/21,27.187,7293.21
2006/8/22,27.917,11108.75
2006/8/23,27.79,21056.23
2006/8/24,27.841,12574.07
2006/8/25,27.79,7474.87
2006/8/28,27.536,25572.59
2006/8/29,27.891,37854.4
2006/8/30,28.424,9692.92
2006/8/31,28.424,12358.48
2006/9/1,28.475,10873.94
2006/9/4,28.412,5903.76
2006/9/5,28.437,12354.76
2006/9/6,28.424,11380.69
2006/9/7,28.164,10518.62
2006/9/8,28.018,5890.62
2006/9/11,27.847,8302.99
2006/9/12,27.726,19393.05
2006/9/13,27.803,18421.46
2006/9/14,27.409,63366.87
2006/9/15,28.615,29243.97
2006/9/18,28.729,34084.76
2006/9/19,28.837,29992.52
2006/9/20,29.237,22442.46
2006/9/21,29.693,16312.83
2006/9/22,29.249,12425.97
2006/9/25,29.408,10475.25
2006/9/26,29.16,11789.72
2006/9/27,28.97,8052.18
2006/9/28,29.008,16779.2
2006/9/29,29.503,22756.22
2006/10/9,30.461,37970.12
2006/10/10,32.041,24124.48
2006/10/11,31.406,12117.97
2006/10/12,31.14,14286.89
2006/10/13,30.905,14898.03
2006/10/16,29.693,38076.75
2006/10/17,29.725,15370.44
2006/10/18,30.137,23878.83
2006/10/19,31.102,16611.15
2006/10/20,31.451,12095.4
2006/10/23,31.216,38998.75
2006/10/24,32.231,26709.12
2006/10/25,33.119,47476.08
2006/10/26,34.262,20428.5
2006/10/27,34.198,14791.45
2006/10/30,33.817,12369.43
2006/10/31,33.887,11266.83
2006/11/1,33.614,12762.04
2006/11/2,33.221,23319
2006/11/3,34.071,13876.4
2006/11/6,34.262,26740.04
2006/11/7,35.213,21326.45
2006/11/8,34.896,25348.3
2006/11/9,35.607,15962.43
2006/11/10,35.911,33153.29
2006/11/13,35.467,28315.49
2006/11/14,35.943,31306.77
2006/11/15,37.815,34033.76
2006/11/16,39.242,48628.57
2006/11/17,39.972,38341.46
2006/11/20,40.308,27060.49
2006/11/21,39.337,30241.21
2006/11/22,39.248,28900.47
2006/11/23,39.978,12547.85
2006/11/24,39.591,23495.89
2006/11/27,40.473,16498.49
2006/11/28,39.845,28322.41
2006/11/29,38.658,26754.01
2006/11/30,41.069,21012.03
2006/12/1,42.986,40414.69
2006/12/4,43.017,26886.58
2006/12/5,43.652,38117.83
2006/12/6,42.446,37493
2006/12/7,43.468,21855.38
2006/12/8,43.144,22068.89
2006/12/11,43.208,26754.3
2006/12/12,45.301,11767.03
2006/12/13,44.832,33416.53
2006/12/14,45.238,37628.24
2006/12/15,48.239,23697.3
2006/12/18,50.111,35238.29
2006/12/19,53.22,38038.16
2006/12/20,52.985,25195.9
2006/12/21,52.344,30301.46
2006/12/22,50.745,30439.46
2006/12/25,51.43,24954.41
2006/12/27,53.423,19853.02
2006/12/28,52.978,29281.05
2006/12/29,53.651,82975.49
2007/1/4,54.247,44664.67
2007/1/5,52.852,27805.01
2007/1/8,53.22,48923.59
2007/1/9,53.676,28300.01
2007/1/10,55.58,28239.4
2007/1/11,56.151,37482.8
2007/1/12,57.103,36402.08
2007/1/15,61.576,30670.52
2007/1/16,61.087,35039.7
2007/1/17,60.922,25916.04
2007/1/18,61.544,30645.35
2007/1/19,66.759,22255.51
2007/1/22,69.792,25521.22
2007/1/23,66.049,41782.8
2007/1/24,66.937,19404.22
2007/1/25,67.444,44848.15
2007/1/26,62.178,35845.7
2007/1/29,67.317,18560.36
2007/1/30,67.559,26561.09
2007/1/31,64.716,33267.84
2007/2/1,63.13,25909.75
2007/2/2,63.447,14988.8
2007/2/5,61.366,19837.99
2007/2/6,56.785,39522.56
2007/2/7,60.281,17976.22
2007/2/8,59.323,18373.14
2007/2/9,59.006,12262.17
2007/2/12,59.133,12511.33
2007/2/13,61.544,18767.1
2007/2/14,62.178,15614.47
2007/2/15,63.454,16805.18
2007/2/16,63.168,25071.62
2007/2/26,60.916,15321.46
2007/2/27,55.402,31866.95
2007/3/1,58.93,44582.45
2007/3/2,60.884,34770.66
2007/3/5,60.148,21805.01
2007/3/6,59.006,24350.58
2007/3/7,63.454,26425.34
2007/3/8,62.876,13807.63
2007/3/9,62.876,16185.95
2007/3/12,62.578,19443.99
2007/3/13,60.922,19080.52
2007/3/14,60.465,21600.27
2007/3/15,60.275,20973.19
2007/3/16,60.338,14634.93
2007/3/19,60.148,25951.61
2007/3/20,59.926,21187.52
2007/3/21,58.13,28289.56
2007/3/22,58.371,31397.02
2007/3/23,58.498,30279.38
2007/3/26,59.45,22656.2
2007/3/27,58.276,37197.64
2007/3/28,57.737,34926.36
2007/3/29,58.549,49415.37
2007/3/30,59.133,30985.07
2007/4/2,58.308,28257.19
2007/4/3,58.441,42800.91
2007/4/4,60.269,40807.26
2007/4/5,60.097,37460.14
2007/4/6,59.323,27615.36
2007/4/9,58.942,62834.18
2007/4/10,59.704,63046.82
2007/4/11,58.942,53828.25
2007/4/12,58.993,76458.57
2007/4/13,61.544,84783.18
2007/4/16,63.764,37812.42
2007/4/17,61.544,44618.85
2007/4/18,60.592,48780.84
2007/4/19,57.991,39881.71
2007/4/20,58.942,41516.94
2007/4/23,59.006,47486.75
2007/4/24,59.329,39478.57
2007/4/25,59.387,37822.34
2007/4/26,60.275,33698.28
2007/4/27,59.399,26474.91
2007/4/30,58.72,43557.29
2007/5/8,60.611,46026.97
2007/5/9,57.039,151776.6
2007/5/14,58.486,131870.45
2007/5/15,57.648,71037.92
2007/5/16,57.547,50432.88
2007/5/17,59.215,95181.6
2007/5/18,61.544,51836.91
2007/5/21,59.723,41508.22
2007/5/22,59.761,59901.95
2007/5/23,60.046,40338.9
2007/5/24,61.315,55798.95
2007/5/25,63.466,83105.33
2007/5/28,67.559,55511.05
2007/5/29,68.713,42945.11
2007/5/30,63.32,72906.54
2007/6/1,68.65,69666.5
2007/6/4,65.668,56949.06
2007/6/5,60.319,52948.78
2007/6/6,64.735,31384.34
2007/6/7,66.099,53370.84
2007/6/8,66.62,35819.08
2007/6/11,67.863,54095.46
2007/6/12,73.002,44190.28
2007/6/13,74.868,38683.78
2007/6/14,75.052,34881.1
2007/6/15,78.548,14897.86
2007/6/18,79.379,21722.21
2007/6/19,77.406,27946.84
2007/6/20,76.898,19170.26
2007/6/21,76.771,19401.41
2007/6/22,75.502,17853.37
2007/6/25,75.185,32756.57
2007/6/26,73.326,12271.69
2007/6/27,75.629,23766.47
2007/6/28,77.107,26212.17
2007/6/29,74.963,15499.39
2007/7/2,72.964,19600.22
2007/7/3,73.599,11009.03
2007/7/4,73.732,11556.94
2007/7/5,71.765,17043.63
2007/7/6,72.076,15596.04
2007/7/9,74.55,11643.44
2007/7/10,74.233,9793.7
2007/7/11,72.837,12129.96
2007/7/12,72.26,14739.14
2007/7/13,72.73,9166.86
2007/7/16,71.013,10747.33
2007/7/17,69.78,15065.88
2007/7/18,71.504,11356.86
2007/7/19,73.419,14746.77
2007/7/20,74.696,14294.46
2007/7/23,76.012,19092.84
2007/7/24,78.463,13103.79
2007/7/25,77.569,15241.67
2007/7/26,78.016,13053.04
2007/7/27,75.98,16312.15
2007/7/30,76.107,27876.99
2007/7/31,78.667,27165.92
2007/8/1,79.81,19966.05
2007/8/2,80.761,20521.29
2007/8/3,82.779,34106.98
2007/8/6,86.839,17469.92
2007/8/7,87.12,23874.26
2007/8/8,86.667,12945.06
2007/8/9,89.38,15475.05
2007/8/10,88.742,23841.76
2007/8/13,85.141,19140.59
2007/8/14,85.69,16144.46
2007/8/15,85.869,23519.53
2007/8/16,83.954,21306.3
2007/8/17,85.875,24164.37
2007/8/20,87.529,18751.35
2007/8/21,91.628,18810.98
2007/8/22,92.892,26195.15
2007/8/23,98.318,19263.67
2007/8/24,99.595,20630.17
2007/8/27,98.957,20822.82
2007/8/28,97.744,17205.5
2007/8/29,97.041,11997.01
2007/8/30,97.967,9194.87
2007/8/31,98.318,10007.4
2007/9/3,101.83,18749.14
2007/9/5,94.858,22879.69
2007/9/6,95.062,27525.58
2007/9/7,91.87,33011.69
2007/9/10,89.54,40802.08
2007/9/11,90.657,25866.08
2007/9/12,89.591,12191.84
2007/9/13,90.019,21165.7
2007/9/14,90.485,36625.8
2007/9/17,93.058,38819.24
2007/9/18,92.496,14836.66
2007/9/19,89.233,29013.21
2007/9/20,90.478,12903.05
2007/9/21,90.529,12787.93
2007/9/24,89.706,31704.62
2007/9/25,88.474,30249.82
2007/9/26,88.748,30959.59
2007/9/27,91.008,12714.7
2007/9/28,92.904,26937.13
2007/10/8,93.849,23392.8
2007/10/9,93.53,37710.99
2007/10/10,100.234,22651.11
2007/10/11,105.022,30558.29
2007/10/12,107.256,26009.08
2007/10/15,112.428,20908.12
2007/10/16,115.632,21093.53
2007/10/17,115.556,14707.72
2007/10/18,111.087,19954.08
2007/10/19,112.683,17728.68
2007/10/22,112.045,7797.37
2007/10/23,117.024,22290.93
2007/10/24,108.022,25469.44
2007/10/25,118.748,20353.28
2007/10/26,118.186,20010.33
2007/10/29,120.587,11073.61
2007/10/30,117.043,12564.86
2007/10/31,119.904,10814.22
2007/11/1,117.407,9620.49
2007/11/2,113.641,13835.8
2007/11/5,114.917,5279.3
2007/11/6,114.969,2459.19
2007/11/7,113.258,9085.71
2007/11/8,109.816,5723.11
2007/11/9,108.852,5126.65
2007/11/12,106.937,15224.22
2007/11/13,109.81,23911.44
2007/11/14,113.5,11164.03
2007/11/15,116.96,10557.82
2007/11/16,114.483,3715.66
2007/11/19,113.385,5397.34
2007/11/20,116.194,9472.92
2007/11/21,116.501,12411
2007/11/22,113.494,7726.89
2007/11/23,110.129,7692.24
2007/11/26,111.725,8656.49
2007/11/27,112.683,11036.38
2007/11/28,109.81,11406
2007/11/29,110.116,18463.21
2007/11/30,110.448,14272.92
2007/12/3,110.129,8515.64
2007/12/4,111.406,9009.89
2007/12/5,112.747,9929.85
2007/12/6,115.875,5273.99
2007/12/7,118.039,11615.19
2007/12/11,126.728,29702.27
2007/12/12,127.661,25281.87
2007/12/13,125.771,17437.49
2007/12/14,125.79,16003.46
2007/12/17,132.155,17451.32
2007/12/18,126.416,18507.65
2007/12/19,125.764,13933.65
2007/12/20,127.718,6903.41
2007/12/21,130.24,9515.87
2007/12/24,133.419,21203.79
2007/12/25,133.675,17156.78
2007/12/26,137.294,14593.84
2007/12/27,138.667,21906.98
2007/12/28,139.031,26627.99
2008/1/2,141.093,19085.75
2008/1/3,135.207,29799.46
2008/1/4,132.793,33303.68
2008/1/7,134.045,30409.17
2008/1/8,133.177,32218.28
2008/1/9,135.271,12009.6
2008/1/10,136.241,20826.64
2008/1/11,135.347,19811.08
2008/1/14,139.497,42925.07
2008/1/15,143.264,21303.22
2008/1/16,141.731,22419.08
2008/1/17,137.901,31613.52
2008/1/18,135.986,20416.94
2008/1/21,132.155,24986.81
2008/1/22,128.324,44908.66
2008/1/23,135.756,23146.33
2008/1/24,138.539,18485.56
2008/1/25,137.901,17993.11
2008/1/28,133.368,14170.41
2008/1/29,135.986,10107.03
2008/1/30,131.644,29331.97
2008/1/31,131.517,13904.99
2008/2/1,126.984,21466.95
2008/2/4,130.24,29546.33
2008/2/5,132.793,8478.3
2008/2/13,128.963,4971.72
2008/2/14,129.027,7556.16
2008/2/15,126.409,12811.1
2008/2/18,128.835,12576.82
2008/2/19,129.601,7287.33
2008/2/20,130.974,9701.39
2008/2/21,130.751,12204.08
2008/2/22,125.771,19421.93
2008/2/25,125.132,11217.79
2008/2/26,118.684,35143.23
2008/2/27,116.96,12116.16
2008/2/28,120.038,7226.37
2008/2/29,120.089,7114.4
2008/3/3,130.304,17783.17
2008/3/4,138.571,37898.26
2008/3/5,138.859,14038.69
2008/3/6,138.412,8197.36
2008/3/7,133.496,14896.27
2008/3/10,132.283,10672.85
2008/3/11,131.549,11377.28
2008/3/12,133.023,6119.6
2008/3/13,121.966,16690.09
2008/3/14,130.233,11858.08
2008/3/17,126.728,17189.18
2008/3/18,118.748,30224.86
2008/3/19,120.095,18579.29
2008/3/20,114.598,14755.99
2008/3/21,122.068,3999.04
2008/3/24,121.046,9356.77
2008/3/25,118.748,11287.82
2008/3/26,116.833,4475.11
2008/3/27,115.492,18924.65
2008/3/28,114.917,6716.2
2008/3/31,116.833,15021.08
2008/4/1,116.194,13679
2008/4/2,109.816,16431.03
2008/4/3,111.725,13419.76
2008/4/7,111.725,21968.69
2008/4/8,116.194,13058.19
2008/4/9,116.737,12507.13
2008/4/10,112.3,20409.77
2008/4/11,111.725,23957.73
2008/4/14,107.052,21684.37
2008/4/15,103.106,20148.4
2008/4/16,104.741,15638.77
2008/4/17,106.043,10401.05
2008/4/18,104.703,13767.97
2008/4/21,105.992,14522.56
2008/4/22,98.957,22129.42
2008/4/23,100.234,12669.88
2008/4/24,113.002,39321.87
2008/4/25,113.513,23845.07
2008/4/28,108.642,12772.32
2008/4/29,109.816,6149.26
2008/4/30,112.785,11883.27
2008/5/5,116.118,8089.73
2008/5/6,113.692,8487.61
2008/5/7,112.032,7353.75
2008/5/8,109.172,8860.66
2008/5/9,112.051,5774.01
2008/5/12,110.321,9206.33
2008/5/13,111.853,5145.06
2008/5/14,113.079,6008.44
2008/5/15,114.279,14690.44
2008/5/16,116.226,4673.32
2008/5/19,114.317,3828.32
2008/5/20,110.448,9927.35
2008/5/21,108.533,19542.96
2008/5/22,107.537,7536.39
2008/5/23,108.533,12891.14
2008/5/26,108.533,7354.52
2008/5/27,108.278,15455.89
2008/5/29,106.777,9431.31
2008/5/30,106.624,5203.08
2008/6/2,104.703,8423.12
2008/6/3,108.22,6577.03
2008/6/4,107.058,6770.3
2008/6/5,105.149,3922.05
2008/6/6,102.794,7814.69
2008/6/10,99.665,12715.58
2008/6/11,98.318,9126.31
2008/6/12,94.105,13789.9
2008/6/13,94.558,6186.34
2008/6/16,92.744,10219.54
2008/6/17,89.963,17474.15
2008/6/18,89.623,17592.4
2008/6/19,89.893,6970.38
2008/6/20,89.373,14177.52
2008/6/23,86.047,15406.15
2008/6/24,82.188,22052.73
2008/6/25,86.047,12782.54
2008/6/26,91.498,7753.52
2008/6/27,89.257,16260.46
2008/6/30,88.037,8497.92
2008/7/1,87.324,7677.65
2008/7/2,86.689,6045.8
2008/7/3,86.31,7895.1
2008/7/4,89.27,3982.05
2008/7/7,89.893,12514.57
2008/7/8,91.979,13648.36
2008/7/9,92.788,10183.03
2008/7/10,92.654,7170.03
2008/7/11,92.461,3016.77
2008/7/14,92.333,5258.11
2008/7/15,92.981,5735.25
2008/7/16,91.819,9010.48
2008/7/17,94.837,18015.51
2008/7/18,97.919,9219.66
2008/7/21,100.166,8192.27
2008/7/22,101.45,4276.27
2008/7/23,99.537,4524.93
2008/7/24,101.001,4446.81
2008/7/25,101.848,5279.51
2008/7/28,103.698,2562.85
2008/7/29,101.778,3594.19
2008/7/30,102.092,3499.29
2008/7/31,101.784,4751.42
2008/8/1,100.603,3235.71
2008/8/4,100.68,2850.52
2008/8/5,100.166,2363.38
2008/8/6,99.877,3302.57
2008/8/7,97.919,4279.44
2008/8/8,96.827,6116.98
2008/8/11,93.745,7999.41
2008/8/12,91.89,4530.5
2008/8/13,93.938,6373.25
2008/8/14,94.175,12970.55
2008/8/15,95.094,5540.96
2008/8/18,93.874,3339.25
2008/8/19,91.235,6270.08
2008/8/20,91.87,7250.41
2008/8/21,93.109,5143.22
2008/8/22,92.564,2911.23
2008/8/25,91.511,4776.13
2008/8/26,89.122,4704.71
2008/8/27,86.663,4538.88
2008/8/28,87.324,9633.5
2008/8/29,87.324,9172.11
2008/9/1,87.01,13856.44
2008/9/2,82.085,26629.45
2008/9/3,80.704,35456.36
2008/9/4,81.295,8055.84
2008/9/5,80.968,8606.8
2008/9/8,82.772,8048.67
2008/9/9,82.855,4145.08
2008/9/10,84.435,6603.79
2008/9/11,84.756,4657
2008/9/12,84.955,6201.63
2008/9/16,82.842,13757.74
2008/9/17,82.059,8523.72
2008/9/18,75.882,30581.71
2008/9/19,83.472,46747.12
2008/9/22,85.225,56486.53
2008/9/23,77.083,34955.94
2008/9/24,73.956,14197.94
2008/9/25,81.224,15069.91
2008/9/26,83.414,13689.66
2008/10/6,80.261,6101.71
2008/10/7,77.712,9957.24
2008/10/8,77.134,10344.1
2008/10/9,75.446,8767.21
2008/10/10,70.701,13547.16
2008/10/13,65.622,22093.22
2008/10/14,68.357,11843.98
2008/10/15,65.814,8842.36
2008/10/16,63.567,15061.36
2008/10/17,60.742,28812.43
2008/10/20,60.035,30447.62
2008/10/21,60.678,13081.8
2008/10/22,59.637,19006.44
2008/10/23,60.356,14654.93
2008/10/24,60.999,8975.61
2008/10/27,57.852,27743.07
2008/10/28,56.51,13995.19
2008/10/29,59.104,12226.83
2008/10/30,59.978,10157.16
2008/10/31,59.111,8705.73
2008/11/3,58.443,6306.17
2008/11/4,57.563,11076.6
2008/11/5,57.782,11655.66
2008/11/6,57.852,5997.39
2008/11/7,54.064,35067.14
2008/11/10,55.22,40708.07
2008/11/11,56.106,27104.01
2008/11/12,54.321,18400.88
2008/11/13,54.584,35135.08
2008/11/14,57.827,47308.06
2008/11/17,62.925,25905.85
2008/11/18,60.421,30088.89
2008/11/19,61.448,16987.48
2008/11/20,63.137,15678.03
2008/11/21,61.422,23917.62
2008/11/24,63.888,9402.07
2008/11/25,62.707,9873.35
2008/11/26,63.329,7340.47
2008/11/27,65.204,26771.8
2008/11/28,64.37,12218.04
2008/12/1,64.235,7883.28
2008/12/2,64.883,14885.14
2008/12/3,67.419,14369.95
2008/12/4,70.309,26330.55
2008/12/5,71.567,18384.62
2008/12/8,73.937,17429.92
2008/12/9,73.712,13013.35
2008/12/10,73.731,13495.02
2008/12/11,74.482,20158.09
2008/12/12,71.176,16314.45
2008/12/15,71.908,14007.71
2008/12/16,71.169,12367.38
2008/12/17,73.327,10013.62
2008/12/18,74.232,11770.63
2008/12/19,74.482,10621.97
2008/12/22,74.033,9028.42
2008/12/23,71.214,18271.66
2008/12/24,70.502,7877.63
2008/12/25,69.988,9028.53
2008/12/26,70.116,8944.6
2008/12/29,67.522,30028.56
2008/12/30,68.704,21829.96
2008/12/31,69.025,18313.13
2009/1/5,68.704,13505.5
2009/1/6,67.599,38154.08
2009/1/7,68.511,15238.02
2009/1/8,66.906,18634.67
2009/1/9,68.704,11800.16
2009/1/12,67.843,16667.9
2009/1/13,65.185,18099.11
2009/1/14,63.939,32003.7
2009/1/15,64.081,29820.65
2009/1/16,64.132,94599.55
2009/1/19,65.301,48562.93
2009/1/20,64.183,49104.05
2009/1/21,63.567,60526.48
2009/1/22,64.145,21293.44
2009/1/23,64.53,32742.52
2009/2/2,64.209,30887.26
2009/2/3,64.254,48126.65
2009/2/4,66.906,42878.9
2009/2/5,68.062,38231.58
2009/2/6,68.717,39661.41
2009/2/9,72.229,45435.59
2009/2/10,73.198,27613.49
2009/2/11,73.198,40386.56
2009/2/12,76.094,54470.34
2009/2/13,77.057,24920.19
2009/2/16,77.757,27256.48
2009/2/17,79.491,56525.41
2009/2/18,77.616,45581.28
2009/2/19,77.372,24677.79
2009/2/20,78.329,33924.22
2009/2/23,79.266,19442.78
2009/2/24,81.321,36936.33
2009/2/25,78.977,26917.96
2009/2/26,78.014,27112.09
2009/2/27,75.593,41170.59
2009/3/2,73.757,27172.85
2009/3/3,73.07,18780.13
2009/3/4,73.789,42245.25
2009/3/5,77.057,23532.3
2009/3/6,75.561,20664.13
