date,求和项:low,求和项:volume
2009/3/9,73.763,23152.03
2009/3/10,72.941,15782.92
2009/3/11,74.482,8814.94
2009/3/12,73.282,11296.27
2009/3/13,73.057,20038.2
2009/3/16,71.914,13395.42
2009/3/17,73.198,18344.73
2009/3/18,74.457,17767.03
2009/3/19,74.547,18891.93
2009/3/20,75.253,15396.12
2009/3/23,75.388,32463.11
2009/3/24,75.998,35294.64
2009/3/25,72.331,86217.16
2009/3/26,71.131,59292.48
2009/3/27,72.428,42075.72
2009/3/30,71.978,24269.44
2009/3/31,72.556,26428.62
2009/4/1,73.776,40387.57
2009/4/2,74.842,37430.51
2009/4/3,74.739,41441
2009/4/7,74.739,21419.19
2009/4/8,74.405,25653.13
2009/4/9,74.617,18351.85
2009/4/10,75.625,40630.61
2009/4/13,77.43,36687.76
2009/4/14,76.287,38023.77
2009/4/15,75.446,38361.63
2009/4/16,75.927,38632.41
2009/4/17,75.959,38309.56
2009/4/20,77.796,32419.49
2009/4/21,80.332,38927.7
2009/4/22,79.298,39706.1
2009/4/23,77.051,22497.01
2009/4/24,78.322,22719.87
2009/4/27,75.381,28670.31
2009/4/28,73.134,34307.33
2009/4/29,74.001,31077.15
2009/4/30,73.84,20514.48
2009/5/4,74.707,23555.51
2009/5/5,76.011,22690.54
2009/5/6,75.06,38064.62
2009/5/7,74.264,34723.62
2009/5/8,74.097,31007.2
2009/5/11,74.643,32773.61
2009/5/12,74.039,25988.9
2009/5/13,73.982,35792.44
2009/5/14,73.712,21504.81
2009/5/15,74.232,16798.62
2009/5/18,74.296,35072.36
2009/5/19,74.804,26554.01
2009/5/20,74.47,14711.27
2009/5/21,73.327,25788.4
2009/5/25,71.953,33676.28
2009/5/26,72.498,16806.81
2009/5/27,72.524,27630
2009/6/1,73.654,45920.11
2009/6/2,75.137,50168.13
2009/6/3,75.651,29245.9
2009/6/4,75.702,46533.32
2009/6/5,76.184,77740.93
2009/6/8,80.261,36886.21
2009/6/9,81.674,73303.85
2009/6/10,83.478,26476.92
2009/6/11,84.294,39738.46
2009/6/12,82.958,27035.33
2009/6/15,83.504,44081.28
2009/6/16,86.04,20039.2
2009/6/17,86.811,22583.67
2009/6/18,87.003,41190.02
2009/6/19,87.067,18533.45
2009/6/22,85.321,21181.12
2009/6/23,83.189,27588.04
2009/6/24,84.12,20936.23
2009/6/25,84.762,21834.14
2009/6/26,87.324,18262.49
2009/6/29,88.159,38015.48
2009/6/30,92.975,24553.49
2009/7/1,93.832,19356.75
2009/7/2,93.003,26990.19
2009/7/3,94.103,25738.76
2009/7/6,92.421,29491.82
2009/7/7,92.557,27405.69
2009/7/8,91.579,26515.79
2009/7/9,92.686,34481.75
2009/7/10,95.378,29770.18
2009/7/13,96.647,39765.67
2009/7/14,98.375,26644.55
2009/7/15,97.061,31598.41
2009/7/16,95.754,36430.57
2009/7/17,95.592,14100.05
2009/7/20,95.126,38737.99
2009/7/21,95.119,42220.26
2009/7/22,94.297,25036.21
2009/7/23,94.498,17249.52
2009/7/24,94.673,45370.56
2009/7/27,95.456,64531.23
2009/7/28,98.763,36229.61
2009/7/29,93.197,36955.63
2009/7/30,94.822,27550.49
2009/7/31,96.207,32992.19
2009/8/3,98.375,44458.4
2009/8/4,98.763,21435.38
2009/8/5,100.122,55448.96
2009/8/6,103.617,39442.09
2009/8/7,104.562,57867.46
2009/8/10,102.828,29298.93
2009/8/11,104.627,36307.36
2009/8/12,104.847,41404.39
2009/8/13,103.423,33768.67
2009/8/14,100.964,24706.94
2009/8/17,95.708,29750.4
2009/8/18,95.793,29839.79
2009/8/19,95.786,33576.36
2009/8/20,95.786,34599.53
2009/8/21,97.734,24743.37
2009/8/24,101.32,13417.58
2009/8/25,98.44,24501.25
2009/8/26,99.365,22354.61
2009/8/27,102.258,22161.14
2009/8/28,102.905,24049.13
2009/8/31,96.757,37333.94
2009/9/1,97.061,20632.49
2009/9/2,96.796,16156.29
2009/9/3,97.093,19156.57
2009/9/4,99.022,21554.02
2009/9/7,101.145,38845.16
2009/9/8,102.983,34490.08
2009/9/9,104.847,31202.77
2009/9/10,105.17,13254.77
2009/9/11,106.077,13471.9
2009/9/14,107.953,15551.48
2009/9/15,106.29,17816.01
2009/9/16,105.416,13431.34
2009/9/17,106.407,16694.16
2009/9/18,104.847,18411.55
2009/9/21,103.035,26129.24
2009/9/22,106.452,40974.82
2009/9/23,106.789,21214.93
2009/9/24,103.397,18786.6
2009/9/25,104.847,18528.04
2009/9/28,106.141,13453.44
2009/9/29,104.523,15423.77
2009/9/30,105.494,12882.49
2009/10/9,107.889,12506.08
2009/10/12,108.018,8762.04
2009/10/13,106.465,10237.23
2009/10/14,105.565,37299.99
2009/10/15,103.818,28112.33
2009/10/16,103.009,27986.54
2009/10/19,102.873,43639.78
2009/10/20,104.206,40788.12
2009/10/21,104.07,38083.93
2009/10/22,102.245,36817.39
2009/10/23,102.452,46515.61
2009/10/26,101.132,45644.31
2009/10/27,100.64,25428.41
2009/10/28,100.834,19141.9
2009/10/29,100.705,20565.23
2009/10/30,101.158,27503.85
2009/11/2,100.627,32020.27
2009/11/3,102.944,20118.89
2009/11/4,102.905,33612.38
2009/11/5,104.53,20028.6
2009/11/6,103.753,26421.66
2009/11/9,103.099,18475.89
2009/11/10,102.905,32878.33
2009/11/11,103.65,42757.38
2009/11/12,105.624,42018.8
2009/11/13,106.937,50107.75
2009/11/16,109.3,41480.38
2009/11/17,109.248,29399.21
2009/11/18,110.575,16440.19
2009/11/19,109.507,17108.5
2009/11/20,109.028,23133.06
2009/11/23,109.267,35330.5
2009/11/24,109.766,43379.35
2009/11/25,109.96,32233.22
2009/11/26,108.989,26501.31
2009/11/27,106.827,24669.89
2009/11/30,107.047,43746.59
2009/12/1,111.332,39579.41
2009/12/2,112.536,20596.22
2009/12/3,111.092,25005.86
2009/12/4,109.384,31035.25
2009/12/7,113.131,45682.8
2009/12/8,112.29,26144.1
2009/12/9,111.189,17823.65
2009/12/10,111.565,16404.37
2009/12/11,112.29,16593.76
2009/12/14,111.876,21182.08
2009/12/15,111.222,20791.46
2009/12/16,109.241,32650.28
2009/12/17,107.5,27957.03
2009/12/18,105.818,18309.17
2009/12/21,107.436,18123.23
2009/12/22,107.112,16264.32
2009/12/23,107.455,20918.85
2009/12/24,107.96,38203.66
2009/12/25,109.5,31846.6
2009/12/28,109.701,27905.43
2009/12/29,109.895,21527.13
2009/12/30,108.73,48254.15
2009/12/31,109.248,29934.29
2010/1/4,109.578,44304.88
2010/1/5,109.377,31513.18
2010/1/6,107.636,39889.03
2010/1/7,104.769,48825.55
2010/1/8,103.617,36702.09
2010/1/11,103.876,24461.03
2010/1/12,103.947,31063.4
2010/1/13,104.2,37924.44
2010/1/14,104.847,46454.64
2010/1/15,109.06,45938.5
2010/1/18,109.96,21461.53
2010/1/19,109.701,17818.91
2010/1/20,107.306,20972.95
2010/1/21,107.112,17257.48
2010/1/22,104.776,25432.94
2010/1/25,105.177,23239.15
2010/1/26,106.53,32889.16
2010/1/27,105.882,19316.57
2010/1/28,105.818,30267.52
2010/1/29,108.523,37172.82
2010/2/1,108.089,29655.94
2010/2/2,107.623,15493.53
2010/2/3,106.271,23034.65
2010/2/4,106.873,22475.33
2010/2/5,108.083,26234.3
2010/2/8,110.361,31496.1
2010/2/9,110.368,14151.24
2010/2/10,110.478,6398.14
2010/2/11,111.06,14945.05
2010/2/12,111.448,9346.4
2010/2/22,109.423,12178.08
2010/2/23,106.594,23562.13
2010/2/24,107.112,9904.27
2010/2/25,108.018,15313.96
2010/2/26,107.824,10338.58
2010/3/1,107.429,21734.74
2010/3/2,106.724,17182.23
2010/3/3,106.743,14232.86
2010/3/4,106.141,14168.97
2010/3/5,106.323,9770.55
2010/3/8,105.365,23259.44
2010/3/9,105.3,12340.97
2010/3/10,105.429,11814.06
2010/3/11,105.222,13518.56
2010/3/12,104.582,12192.27
2010/3/15,102.193,15808.51
2010/3/16,102.193,7764.13
2010/3/17,102.841,18710.93
2010/3/18,102.096,14726.62
2010/3/19,102.258,13361.63
2010/3/22,102.051,23008.46
2010/3/23,101.559,18329.9
2010/3/24,101.967,20175.66
2010/3/25,102.129,9813.6
2010/3/26,102.31,20527.37
2010/3/29,102.912,31475.43
2010/3/30,103.229,19012.1
2010/3/31,102.582,14905.16
2010/4/1,102.75,23980.83
2010/4/2,98.116,154281.7
2010/4/6,97.922,53122.91
2010/4/7,97.87,41061.08
2010/4/8,97.08,32921.19
2010/4/9,95.65,54418.18
2010/4/12,94.996,38514.23
2010/4/13,95.074,54305.27
2010/4/14,95.954,46368.44
2010/4/15,95.139,40617.3
2010/4/16,95.009,29395.56
2010/4/19,94.395,41332.19
2010/4/20,90.686,49387.23
2010/4/21,91.715,63365.87
2010/4/22,94.511,37063.95
2010/4/23,92.615,66686.94
2010/4/26,88.602,107036.13
2010/4/27,85.884,58234.48
2010/4/28,84.784,26287.43
2010/4/29,85.793,34501.2
2010/4/30,82.68,85566.7
2010/5/4,82.124,23975.16
2010/5/5,82.389,33838.78
2010/5/6,82.389,28240.34
2010/5/7,81.224,31254.76
2010/5/10,85.431,66192.58
2010/5/11,85.968,33632.41
2010/5/12,84.136,21643.19
2010/5/13,86.227,27049.54
2010/5/14,86.725,18126.16
2010/5/17,83.878,17643.59
2010/5/18,81.664,26037.47
2010/5/19,82.855,10798.97
2010/5/20,83.496,22740.45
2010/5/21,83.146,27341.38
2010/5/24,86.919,29783.47
2010/5/25,84.622,22050.77
2010/5/26,84.24,11025.31
2010/5/31,85.353,23549.88
2010/6/1,84.46,23525.57
2010/6/2,85.204,21889.44
2010/6/3,86.337,24949.42
2010/6/4,86.861,30036.43
2010/6/7,88.02,38125.07
2010/6/8,89.961,14394.78
2010/6/9,90.66,18053.93
2010/6/10,90.951,11781.27
2010/6/11,89.676,19572.75
2010/6/17,88.22,12523.71
2010/6/18,84.79,20102.29
2010/6/21,84.913,18954.01
2010/6/22,85.042,20779.1
2010/6/23,85.055,12812.76
2010/6/24,83.929,24344.03
2010/6/25,83.379,19011.35
2010/6/28,82.719,14816.98
2010/6/29,81.23,27782.66
2010/6/30,81.321,17824.12
2010/7/1,81.871,7449.69
2010/7/2,81.904,16452.7
2010/7/5,81.372,14040.74
2010/7/6,81.66,15306.43
2010/7/7,82.64,8788.28
2010/7/8,83.038,8516.41
2010/7/9,83.43,27378.51
2010/7/12,85.286,17834
2010/7/13,83.953,7439.11
2010/7/14,84.293,9642.66
2010/7/15,85.155,18833.33
2010/7/16,85.305,32949.51
2010/7/19,86.827,19412.32
2010/7/20,87.984,26886.19
2010/7/21,89.179,24363.02
2010/7/22,89.369,16221.66
2010/7/23,90.27,38466
2010/7/26,91.622,22016.91
2010/7/27,91.524,25229.04
2010/7/28,92.439,27740.35
2010/7/29,90.91,45372.87
2010/7/30,89.826,29438.77
2010/8/2,90.564,42965.73
2010/8/3,92.772,17573.23
2010/8/4,92.583,17350.13
2010/8/5,94.124,41966.13
2010/8/6,96.163,21840.53
2010/8/9,96.849,38703
2010/8/10,95.705,28739.94
2010/8/11,95.379,15190.63
2010/8/12,95.516,31025.87
2010/8/13,96.894,15775.59
2010/8/16,98.26,25910.45
2010/8/17,99.625,35747.57
2010/8/18,99.494,30173.78
2010/8/19,98.318,35437.14
2010/8/20,96.999,20841.59
2010/8/23,96.685,13214.93
2010/8/24,97.404,10838.25
2010/8/25,97.75,16507.88
2010/8/26,97.012,12232
2010/8/27,97.469,8799
2010/8/30,99.089,53784
2010/8/31,103.14,31399
2010/9/1,101.846,25589
2010/9/2,103.133,24821
2010/9/3,104.394,27761
2010/9/6,107.138,29008
2010/9/7,107.66,22373
2010/9/8,107.791,15010
2010/9/9,108.444,21503
2010/9/10,108.771,19867
2010/9/13,109.718,28063
2010/9/14,108.183,26383
2010/9/15,105.635,21032
2010/9/16,102.493,20497
2010/9/17,102.898,17975
2010/9/20,105.831,12576
2010/9/21,107.144,14940
2010/9/27,107.987,18548
2010/9/28,109.751,22585
2010/9/29,109.104,13272
2010/9/30,108.444,14578
2010/10/8,110.404,31608
2010/10/11,108.444,43742
2010/10/12,107.327,28543
2010/10/13,104.427,60287
2010/10/14,102.441,53243
2010/10/15,103.421,72099
2010/10/18,101.128,96564
2010/10/19,104.525,53448
2010/10/20,104.583,47372
2010/10/21,108.314,37621
2010/10/22,108.875,41046
2010/10/25,109.836,36195
2010/10/26,109.757,28590
2010/10/27,108.771,28912
2010/10/28,108.921,19440
2010/10/29,104.851,65465
2010/11/1,105.962,49658
2010/11/2,105.563,62292
2010/11/3,105.504,42253
2010/11/4,106.341,44629
2010/11/5,106.68,34654
2010/11/8,105.341,56894
2010/11/9,106.301,60737
2010/11/10,108.771,150005
2010/11/11,113.742,74217
2010/11/12,114.663,126500
2010/11/15,118.89,79038
2010/11/16,113.997,72291
2010/11/17,107.007,80509
2010/11/18,108.444,40286
2010/11/19,111.195,48954
2010/11/22,113.54,47940
2010/11/23,115.108,108469
2010/11/24,125.429,110799
2010/11/25,128.696,45579
2010/11/26,131.054,63799
2010/11/29,134.085,67499
2010/11/30,130.871,65665
2010/12/1,130.669,38016
2010/12/2,129.29,42940
2010/12/3,129.153,43037
2010/12/6,124.195,43281
2010/12/7,124.031,31804
2010/12/8,128.049,28334
2010/12/9,125.625,24461
2010/12/10,124.776,39587
2010/12/13,126.409,58592
2010/12/14,128.565,61542
2010/12/15,129.349,47423
2010/12/16,134.902,66817
2010/12/17,133.145,51769
2010/12/20,126.736,68557
2010/12/21,126.089,59359
2010/12/22,124.123,44151
2010/12/23,124.123,32743
2010/12/24,122.163,29408
2010/12/27,119.099,45246
2010/12/28,115.892,48176
2010/12/29,118.897,30967
2010/12/30,117.721,41774
2010/12/31,118.276,46084
2011/1/4,119.289,60462
2011/1/5,117.917,58198
2011/1/6,116.571,37584
2011/1/7,116.61,30533
2011/1/10,113.762,38784
2011/1/11,111.848,45322
2011/1/12,112.632,31323
2011/1/13,113.991,41341
2011/1/14,115.826,25772
2011/1/17,114.337,37475
2011/1/18,113.664,40962
2011/1/19,118.315,26198
2011/1/20,116.447,24523
2011/1/21,114.755,26867
2011/1/24,111.064,34775
2011/1/25,111.057,17238
2011/1/26,111.717,14325
2011/1/27,110.783,29444
2011/1/28,112.612,19591
2011/1/31,113.024,32442
2011/2/1,115.957,17758
2011/2/9,115.63,17675
2011/2/10,115.826,36008
2011/2/11,120.393,34001
2011/2/14,120.138,36639
2011/2/15,120.726,29716
2011/2/16,118.701,36440
2011/2/17,118.132,36363
2011/2/18,117.786,36828
2011/2/21,118.374,27289
2011/2/22,118.243,38293
2011/2/23,118.315,19422
2011/2/24,118.322,20476
2011/2/25,117.068,29413
2011/2/28,114.977,39093
2011/3/1,116.153,23059
2011/3/2,114.984,32095
2011/3/3,114.16,37735
2011/3/4,113.997,33351
2011/3/7,114.872,33553
2011/3/8,114.193,31869
2011/3/9,115.01,22971
2011/3/10,115.879,54492
2011/3/11,117.518,23345
2011/3/14,117.009,22372
2011/3/15,115.65,30898
2011/3/16,117.139,24176
2011/3/17,117.708,88522
2011/3/18,122.248,61484
2011/3/21,120.563,48651
2011/3/22,120.987,27887
2011/3/23,119.877,42881
2011/3/24,119.877,21353
2011/3/25,119.55,27905
2011/3/28,117.91,40295
2011/3/29,116.61,26523
2011/3/30,116.48,20602
2011/3/31,116.61,17525
2011/4/1,116.643,18227
2011/4/6,115.441,28774
2011/4/7,114.18,46830
2011/4/8,114.193,21823
2011/4/11,114.396,26173
2011/4/12,115.434,34945
2011/4/13,115.643,29389
2011/4/14,114.637,36621
2011/4/15,111.56,53327
2011/4/18,111.848,19608
2011/4/19,112.031,22880
2011/4/20,113.017,22509
2011/4/21,114.134,28684
2011/4/22,114.017,14500
2011/4/25,117.263,70225
2011/4/26,118.165,31095
2011/4/27,118.243,27748
2011/4/28,116.153,25357
2011/4/29,116.075,22083
2011/5/3,118.897,41270
2011/5/4,119.837,32521
2011/5/5,119.557,26693
2011/5/6,119.557,23960
2011/5/9,120.138,12175
2011/5/10,119.406,15918
2011/5/11,119.563,12896
2011/5/12,120.595,25027
2011/5/13,121.183,12253
2011/5/16,121.836,11505
2011/5/17,121.51,20866
2011/5/18,122.359,62165
2011/5/19,128.043,85738
2011/5/20,129.878,40043
2011/5/23,128.696,39420
2011/5/24,127.063,23997
2011/5/26,127.259,38970
2011/5/27,126.22,31729
2011/5/30,125.279,47286
2011/5/31,131.505,33854
2011/6/1,132.629,39093
2011/6/2,133.007,39585
2011/6/3,134.588,29483
2011/6/7,134.758,26876
2011/6/8,132.994,25070
2011/6/9,131.805,36179
2011/6/10,130.525,34279
2011/6/13,129.872,28004
2011/6/14,130.982,37487
2011/6/15,132.086,16408
2011/6/16,130.799,17731
2011/6/17,132.387,33411
2011/6/20,131.309,29909
2011/6/21,131.982,12738
2011/6/22,132.746,16188
2011/6/23,133.922,20280
2011/6/24,134.151,37068
2011/6/27,134.432,23190
2011/6/28,135.372,25540
2011/6/29,135.817,19596
2011/6/30,137.202,32701
2011/7/1,137.964,15810
2011/7/4,138.618,46338
2011/7/5,137.892,27057
2011/7/6,138.117,19753
2011/7/7,138.764,40956
2011/7/8,140.18,17183
2011/7/11,140.544,25615
2011/7/12,140.682,28488
2011/7/13,140.478,22109
2011/7/14,140.071,24822
2011/7/15,139.919,17763
2011/7/18,141.815,28523
2011/7/19,143.268,20276
2011/7/20,144.212,18967
2011/7/21,145.302,47676
2011/7/22,147.598,49860
2011/7/25,147.126,35260
2011/7/26,146.755,24791
2011/7/27,147.235,30676
2011/7/28,146.755,22923
2011/7/29,149.153,19104
2011/8/1,147.336,18572
2011/8/2,144.249,27849
2011/8/3,144.576,17061
2011/8/4,146.61,17773
2011/8/5,145.36,21319
2011/8/8,143.849,36884
2011/8/9,140.217,36924
2011/8/10,145.121,38436
2011/8/11,148.208,61949
2011/8/12,154.747,39466
2011/8/15,153.962,29450
2011/8/16,151.31,37491
2011/8/17,151.637,13553
2011/8/18,149.923,29341
2011/8/19,150.061,37488
2011/8/22,147.918,28164
2011/8/23,147.772,23579
2011/8/24,148.274,17957
2011/8/25,148.942,30083
2011/8/26,150.279,22748
2011/8/29,152.204,26082
2011/8/30,154.754,28816
2011/8/31,155.837,50014
2011/9/1,152.931,25689
2011/9/2,152.495,13832
2011/9/5,150.024,27344
2011/9/6,146.959,32094
2011/9/7,147.845,20087
2011/9/8,149.385,13182
2011/9/9,148.201,14227
2011/9/13,146.087,18949
2011/9/14,141.067,47625
2011/9/15,143.682,19122
2011/9/16,143.849,18029
2011/9/19,146.697,15352
2011/9/20,144.939,12784
2011/9/21,145.665,24640
2011/9/22,143.341,24336
2011/9/23,137.957,76537
2011/9/26,136.584,42211
2011/9/27,136.344,24749
2011/9/28,135.298,32389
2011/9/29,134.332,30030
2011/9/30,135.974,18269
2011/10/10,136.315,14283
2011/10/11,132.951,20586
2011/10/12,133.99,29778
2011/10/13,138.037,23961
2011/10/14,137.892,12468
2011/10/17,139.199,26008
2011/10/18,141.677,22785
2011/10/19,143.123,22657
2011/10/20,138.473,29312
2011/10/21,138.517,17116
2011/10/24,141.234,32390
2011/10/25,144.721,32041
2011/10/26,144.365,29492
2011/10/27,146.421,20104
2011/10/28,147.852,26056
2011/10/31,147.249,28121
2011/11/1,147.126,27147
2011/11/2,148.644,26647
2011/11/3,150.511,30465
2011/11/4,149.901,18546
2011/11/7,150.068,16573
2011/11/8,148.194,25546
2011/11/9,147.118,24696
2011/11/10,147.576,14617
2011/11/11,147.503,11692
2011/11/14,148.353,17986
2011/11/15,147.482,17782
2011/11/16,145.229,29545
2011/11/17,145.527,15589
2011/11/18,145.084,19907
2011/11/21,145.382,18389
2011/11/22,145.738,35652
2011/11/23,149.385,31537
2011/11/24,150.751,26558
2011/11/25,150.388,40235
2011/11/28,152.066,53379
2011/11/29,153.875,41355
2011/11/30,151.695,40263
2011/12/1,152.763,33785
2011/12/2,154.02,26962
2011/12/5,149.952,38962
2011/12/6,146.537,37152
2011/12/7,147.99,27333
2011/12/8,147.394,24661
2011/12/9,145.084,36745
2011/12/12,143.043,29526
2011/12/13,142.832,15539
2011/12/14,142.578,18341
2011/12/15,141.742,14945
2011/12/16,143.842,30649
2011/12/19,144.794,25456
2011/12/20,144.212,17106
2011/12/21,143.108,21962
2011/12/22,142.251,17443
2011/12/23,144.576,17609
2011/12/26,139.708,46995
2011/12/27,136.817,31314
2011/12/28,135.487,27738
2011/12/29,137.383,20062
2011/12/30,138.037,29460
2012/1/4,134.404,33878
2012/1/5,132.487,30122
2012/1/6,131.971,25190
2012/1/9,132.058,26160
2012/1/10,135.211,39235
2012/1/11,137.528,39891
2012/1/12,137.005,27440
2012/1/13,136.235,20542
2012/1/16,127.619,51655
2012/1/17,124.161,61227
2012/1/18,128.345,47294
2012/1/19,127.51,24329
2012/1/20,132.225,29683
2012/1/30,132.995,30550
2012/1/31,133.932,15854
2012/2/1,134.317,24824
2012/2/2,133.881,20375
2012/2/3,133.307,26517
2012/2/6,134.986,29747
2012/2/7,134.695,17942
2012/2/8,134.463,23082
2012/2/9,136.337,31384
2012/2/10,137.383,22276
2012/2/13,137.064,21639
2012/2/14,139.345,15142
2012/2/15,140.02,24714
2012/2/16,138.473,22016
2012/2/17,138.306,12287
2012/2/20,138.618,18530
2012/2/21,138.328,13789
2012/2/22,138.749,22352
2012/2/23,139.868,33433
2012/2/24,141.052,23944
2012/2/27,143.486,26562
2012/2/28,144.256,25698
2012/2/29,145.665,39432
2012/3/1,147.039,16920
2012/3/2,144.946,35216
2012/3/5,144.285,30553
2012/3/6,142.396,31474
2012/3/7,140.202,29198
2012/3/8,140.202,23574
2012/3/9,141.088,29239
2012/3/12,144.597,25681
2012/3/13,145.375,18316
2012/3/14,143.849,40699
2012/3/15,144.285,28094
2012/3/16,145.52,51583
2012/3/19,149.349,45635
2012/3/20,149.741,23400
2012/3/21,148.106,29527
2012/3/22,148.419,8331
2012/3/23,150.751,54873
2012/3/26,153.366,37653
2012/3/27,146.029,79106
2012/3/28,144.074,55461
2012/3/29,145.302,36982
2012/3/30,141.67,37959
2012/4/5,142.469,40960
2012/4/6,149.32,26729
2012/4/9,149.371,14474
2012/4/10,149.015,16640
2012/4/11,147.852,31460
2012/4/12,150.155,28422
2012/4/13,153.584,20527
2012/4/16,153.722,20893
2012/4/17,152.567,17872
2012/4/18,152.567,22815
2012/4/19,150.976,21823
2012/4/20,151.332,17046
2012/4/23,152.466,13281
2012/4/24,152.524,21782
2012/4/25,152.567,15529
2012/4/26,155.11,35019
2012/4/27,157.428,42728
2012/5/2,161.285,35339
2012/5/3,162.455,25654
2012/5/4,164.555,31879
2012/5/7,169.48,34244
2012/5/8,166.647,36664
2012/5/9,165.063,32909
2012/5/10,164.882,30574
2012/5/11,164.119,23260
2012/5/14,160.276,38797
2012/5/15,159.905,16168
2012/5/16,158.379,28139
2012/5/17,158.823,34172
2012/5/18,156.854,26277
2012/5/21,158.074,28843
2012/5/22,163.472,41458
2012/5/23,165.644,24722
2012/5/24,158.292,53743
2012/5/25,156.926,30569
2012/5/28,158.241,27833
2012/5/30,164.918,25700
2012/5/31,165.644,37367
2012/6/1,171.972,38504
2012/6/4,171.798,24327
2012/6/5,172.336,24561
2012/6/6,171.754,18728
2012/6/7,172.038,19677
2012/6/8,171.457,17286
2012/6/11,169.568,33061
2012/6/12,168.645,16372
2012/6/13,169.35,20463
2012/6/14,172.343,28704
2012/6/15,174.195,19859
2012/6/18,176.84,19538
2012/6/19,175.787,17299
2012/6/20,175.816,11393
2012/6/21,173.491,17034
2012/6/25,172.546,18434
2012/6/26,169.001,26122
2012/6/27,172.91,23257
2012/6/28,171.449,22213
2012/6/29,170.999,23224
2012/7/2,171.471,25731
2012/7/3,175.096,50158
2012/7/4,183.081,45035
2012/7/5,183.867,22749
2012/7/6,184.635,39158
2012/7/9,187.904,28527
2012/7/10,184.391,26987
2012/7/11,183.292,32009
2012/7/12,188.177,37273
2012/7/13,188.398,29548
2012/7/16,193.269,29533
2012/7/17,186.93,36030
2012/7/18,177.034,74046
2012/7/19,179.358,26580
2012/7/20,179.24,26054
2012/7/23,176.37,19811
2012/7/24,177.558,34372
2012/7/25,184.126,26170
2012/7/26,184.266,23418
2012/7/27,182.126,18421
2012/7/30,182.679,17495
2012/7/31,181.572,19465
2012/8/1,178.502,26715
2012/8/2,177.956,17054
2012/8/3,178.709,16472
2012/8/6,180.945,17320
2012/8/7,183.1,18119
2012/8/8,183.749,14893
2012/8/9,185.373,30672
2012/8/10,180.074,91225
2012/8/13,182.126,23037
2012/8/14,180.797,18786
2012/8/15,179.691,22723
2012/8/16,176.421,31482
2012/8/17,168.621,59071
2012/8/20,166.762,24052
2012/8/21,171.699,26323
2012/8/22,169.728,20423
2012/8/23,166.828,27956
2012/8/24,167.551,21676
2012/8/27,167.625,20899
2012/8/28,166.046,20294
2012/8/29,161.441,30425
2012/8/30,157.552,48348
2012/8/31,160.283,22484
2012/9/4,170.466,111508
2012/9/5,171.204,27490
2012/9/6,169.064,20794
2012/9/7,172.09,42812
2012/9/10,176.576,28169
2012/9/11,175.617,16135
2012/9/12,176.296,29023
2012/9/13,175.853,14294
2012/9/14,176.451,24586
2012/9/17,177.993,20014
2012/9/18,176.739,18277
2012/9/19,169.839,40991
2012/9/20,168.909,21517
2012/9/21,168.341,15679
2012/9/24,168.311,17634
2012/9/25,170.835,26230
2012/9/26,172.459,20362
2012/9/27,173.071,27140
2012/9/28,176.37,31283
2012/10/8,175.248,23608
2012/10/9,177.137,23410
2012/10/10,177.661,13456
2012/10/11,177.942,10625
2012/10/12,178.384,11742
2012/10/15,180.628,18883
2012/10/16,180.879,27737
2012/10/17,182.938,15980
2012/10/18,183.749,22278
2012/10/19,185.41,18629
2012/10/22,182.864,19117
2012/10/23,180.502,18702
2012/10/24,180.133,10972
2012/10/25,180.281,9159
2012/10/26,177.159,24559
2012/10/29,176.407,14490
2012/10/30,178.001,15610
2012/10/31,179.801,15845
2012/11/1,181.794,18191
2012/11/2,181.742,16974
2012/11/5,177.993,22665
2012/11/6,173.787,41713
2012/11/7,173.418,16217
2012/11/8,172.569,16261
2012/11/9,172.429,11670
2012/11/12,168.909,20464
2012/11/13,166.555,20447
2012/11/14,167.145,12238
2012/11/15,167.02,11400
2012/11/16,164.194,19677
2012/11/19,154.158,70484
2012/11/20,156.814,38078
2012/11/21,156.29,33334
2012/11/22,152.608,51520
2012/11/23,158.666,29844
2012/11/26,159.028,21954
2012/11/27,159.53,20458
2012/11/28,160.135,15017
2012/11/29,160.976,15675
2012/11/30,157.338,21371
2012/12/3,146.889,79372
2012/12/4,140.801,78705
2012/12/5,139.199,111703
2012/12/6,135.783,117561
2012/12/7,145.066,99501
2012/12/11,146.483,92232
2012/12/12,149.435,64325
2012/12/13,151.353,61996
2012/12/14,146.483,78926
2012/12/17,149.066,71361
2012/12/18,155.833,46945
2012/12/19,157.191,47569
2012/12/20,159.094,34434
2012/12/21,159.272,25092
2012/12/24,147.59,100050
2012/12/25,148.49,59533
2012/12/26,149.59,44866
2012/12/27,150.35,60926
2012/12/28,153.198,56589
2012/12/31,152.276,51914
2013/1/4,151.28,58370
2013/1/7,149.435,41271
2013/1/8,149.936,65286
2013/1/9,156.076,53749
2013/1/10,157.183,30527
2013/1/11,154.881,37009
2013/1/14,149.663,68183
2013/1/15,152.623,52635
2013/1/16,150.305,69501
2013/1/17,150.925,36201
2013/1/18,147.671,55318
2013/1/21,144.859,74779
2013/1/22,139.472,73815
2013/1/23,143.015,51013
2013/1/24,143.752,59474
2013/1/25,137.332,80007
2013/1/28,131.355,158290
2013/1/29,126.927,115447
2013/1/30,130.381,71376
2013/1/31,131.185,37816
2013/2/1,131.377,45265
2013/2/4,128.403,64964
